title,box_off_num
위험한 상견례,725704.4691623502
간증,8167.602977422815
"사랑한다, 사랑하지 않는다",238696.21086687362
"혜화, 동",7754.4971811691785
글러브,1263672.6920553397
가문의 귀환,249157.92511902878
잔혹한 앵글의 로망스,116.85414216776235
나의 PS 파트너,686683.7948325993
롤플레이,409.0827862744674
마티나,615.2891084043056
음치 클리닉,1098396.3110682121
남영동1985,142101.54242705225
돈 크라이 마미,90410.82255819828
반드시 크게 들을 것 2 : Wild Days,3548.301336367442
범죄소년,13290.964186481797
내가 살인범이다,3001029.4221041114
터치,2379.679883478558
늑대소년,2103722.0663261283
맥코리아,1122.8338553937313
용의자X,1489162.2363016468
하나안,1581.1030466439133
투 올드 힙합 키드,8320.940016280327
한경직,1674.6028173846846
미운오리새끼,68682.72736651021
황제펭귄 펭이와 솜이,840.4049163302834
두 개의 문,2683.555325450067
I AM,287641.9808471715
후궁 : 제왕의 첩,764757.8391989408
"안녕, 하세요!",126596.13775604313
천국의 아이들,47.0840885263239
할머니는 일학년,16723.294065361217
두레소리,33.70022319368688
"봄, 눈",398687.2381323357
은교,205305.4587135881
간기남,662007.1364349272
시체가 돌아왔다,1459549.4696901485
말하는 건축가,4655.417427121765
밀월도 가는 길,9025.894998794129
파파,680995.0283532625
점박이:한반도의 공룡3D,70706.8648806986
댄싱퀸,3851562.0064629205
누구의 딸도 아닌 해원,32114.95458238487
신세계,2534689.2092562923
굿바이 홈런,3685.8694009747155
불륜의 시대,1917.5764653319118
남쪽으로 튀어,1011875.9189337598
좋은 친구들,1321273.53912232
지슬 - 끝나지 않은 세월 2,2699.852745315817
누구나 제 명에 죽고 싶다,8651.482008232439
사이코메트리,707255.3999642977
환상속의 그대,6151.69705482858
몽타주,2456543.9894947414
"힘내세요, 병헌씨",1943.0522700209178
꼭두각시,93980.70992425391
홀리,729.984792172606
마이 라띠마,388055.2169475838
더 테러 라이브,584642.6746277041
슈퍼피쉬 - 끝없는 여정,1106.541062001406
콩가네,35.95535765722425
허풍,462.31679018083037
젊은 엄마,606.6604805795145
노라노,19339.287766037665
노브레싱,35033.58878196233
말하는 건축 시티:홀,2927.7661453434916
댄서김의 은밀한 교수법,12.204125220379126
소원,702192.7420938476
고양이 소녀,480.9212569976778
롤플레이 2 : 동침,184.1288125169169
동창생,1411692.7988925085
용의자,4289061.50042392
미녀전쟁,312.65682213617106
캐치미,830609.2998579502
그 강아지 그 고양이,69441.05523365048
화려한 외출,19.80937951019983
오하이오 삿포로,880.2492680541676
마이 리틀 히어로,1315376.3864351914
박수건달,5461635.171480524
배꼽,50.25471621173303
나가요 미스콜,2030.615325182339
우아한 거짓말,31405.48276334243
미스터 컴퍼니,3818.553376559954
우리별 일호와 얼룩소,1743.1052363640877
찌라시: 위험한 소문,1603147.775318951
조선미녀삼총사,1256090.498500308
만찬,4212.855500932378
한 번도 안 해본 여자,1835.8693402449055
살인자,29.853530573630945
  이것이 우리의 끝이다,6123.216951810432
그댄 나의 뱀파이어,986.7547145556638
황제를 위하여,159.77692033053563
레디액션! 폭력영화,3311.4417806788297
스퀴시랜드,76565.81014931189
우는 남자,1933945.656631909
하이힐,1774885.1108273172
도희야,23376.137494216964
표적,622017.3942144007
10분,56225.97397121725
메이크 유어 무브,348826.9995643652
카토 프로젝트,344.8968328928447
녀녀녀,627.8387721849448
방황하는 칼날,1354180.4667820118
바리새인,27.15937121843176
욕망의 독: 중독,1106.0123885342034
설계,3625.086740732387
레쓰링,844.428912571187
원 컷 - 어느 친절한 살인자의 기록,1512.0054633375491
픽업 아티스트,858.3200540179781
옹녀뎐,20.545731332296544
왓니껴,1623.71153107854
족구왕,11913.765531474623
내 연애의 기억,20325.083622160637
바세코의 아이들,1500.6474884200695
명량,7028971.3890950605
군도: 민란의 시대,6625242.415826901
산타바바라,12382.319886080344
나는 야한 여자가 좋다,505.6772390700303
숙희,758.6597379122719
더 테너 리리코 스핀토,6999.469561328636
기술자들,914548.0306809447
신화 라이브 3D 더 레전드 컨티뉴스,2387.1744953737757
악사들,4960.669624231135
울언니,3380.6245369945404
정사: 위험한 성적유희,597.0652077028514
레디액션 청춘,466097.8147410373
"제자, 옥한흠",2720.303633153204
환상,673.0009174716241
위층여자,1017.0144561321421
가자! 장미여관으로 3 - 방황,1282.3381934164115
나는 야한 여자가 좋다 3,505.6772390700303
스물,1744643.521331914
그라운드의 이방인,3101.3188513951422
살인의뢰,225347.37019793756
살인캠프,864.8603358497434
헬머니,1219496.7868630018
조류인간,112.25400533253088
최강전사 미니특공대 : 새로운 악당의 습격,34429.555466615566
생각보다 맑은,37.01661110130045
고양이 장례식,4742.938335475535
설해,71916.629860818
나의 절친 악당들,1296680.993508199
연평해전,2711791.6450539087
극비수사,1104782.5038507308
성난 화가,2003.4940849977731
은밀한 유혹,1649123.5982283808
혜경궁 홍씨,1275.945372822686
무뢰한,780503.8712135288
간신,2075484.4282697358
연애의 맛,106.11920835338526
잡식가족의 딜레마,12208.177154385128
플랑크 상수,371.1158572920154
장수상회,976090.3728034701
파울볼,50836.431555204
춘희막이,25145.868360066714
덫: 치명적인 유혹,968.5011543022028
션샤인 러브,24900.57882319712
사도,2930948.780672368
돼지 같은 여자,72389.93238474076
사랑이 이긴다,44083.50229903014
슈퍼레이서 엔지,15634.383613534317
제 7기사단,83.57398765774185
고백,42.30096796843311
미쓰 와이프,719558.727403256
위로공단,7820.942281090335
베테랑,4346993.519215985
악인은 살아 있다,9579.955581717359
쓰리 썸머 나잇,437164.38556503534
마돈나,126236.6461114502
"나의 아들, 나의 어머니",1529.8426616407125
슬픈남자,28.802364397456135
타이밍,8296.495790547322
타투,57.997120345170146
어떤이의 꿈,237.34326424678477
해에게서 소년에게,9316.682379614249
울보 권투부,3877.889279015244
어떤살인,125.74186747769669
말하지 못한 비밀,1540.4873866425808
조선안방 스캔들-칠거지악 2,644.5845872585894
